,unique_id,ds,y
14780,D21,833,1226.2
14781,D21,834,1237.1
14782,D21,835,1258.2
14783,D21,836,1283.1
14784,D21,837,1310.1
14785,D21,838,1320.7
14786,D21,839,1320.7
14787,D21,840,1318.2
14788,D21,841,1328.7
14789,D21,842,1328.9
14790,D21,843,1337.3
14791,D21,844,1344.8
14792,D21,845,1347.6
14793,D21,846,1346.6
14794,D21,847,1334.6
14795,D21,848,1327.5
14796,D21,849,1323.1
14797,D21,850,1324.1
14798,D21,851,1338.5
14799,D21,852,1338.5
14800,D21,853,1337.5
14801,D21,854,1346.9
14802,D21,855,1358.0
14803,D21,856,1364.6
14804,D21,857,1377.8
14805,D21,858,1393.8
14806,D21,859,1390.7
14807,D21,860,1367.5
14808,D21,861,1380.7
14809,D21,862,1386.1
14810,D21,863,1388.5
14811,D21,864,1401.6
14812,D21,865,1401.6
14813,D21,866,1429.6
14814,D21,867,1413.7
14815,D21,868,1419.0
14816,D21,869,1419.0
14817,D21,870,1419.0
14818,D21,871,1411.0
14819,D21,872,1414.8
14820,D21,873,1401.7
14821,D21,874,1407.0
14822,D21,875,1417.5
14823,D21,876,1415.3
14824,D21,877,1415.3
14825,D21,878,1431.1
14826,D21,879,1427.4
14827,D21,880,1426.4
14828,D21,881,1425.7
14829,D21,882,1431.1
14830,D21,883,1420.5
14831,D21,884,1435.4
14832,D21,885,1456.5
14833,D21,886,1478.7
14834,D21,887,1493.6
14835,D21,888,1496.1
14836,D21,889,1515.7
14837,D21,890,1515.2
14838,D21,891,1551.7
14839,D21,892,1588.7
14840,D21,893,1604.3
14841,D21,894,1624.4
14842,D21,895,1659.2
14843,D21,896,1684.8
14844,D21,897,1703.7
14845,D21,898,1677.5
14846,D21,899,1714.5
14847,D21,900,1744.0
14848,D21,901,1794.1
14849,D21,902,1795.5
14850,D21,903,1775.3
14851,D21,904,1788.5
14852,D21,905,1788.5
14853,D21,906,1756.7
14854,D21,907,1750.3
14855,D21,908,1765.1
14856,D21,909,1768.8
14857,D21,910,1787.5
14858,D21,911,1800.8
14859,D21,912,1844.1
14860,D21,913,1870.6
14861,D21,914,1873.7
14862,D21,915,1884.2
14863,D21,916,1885.4
14864,D21,917,1848.4
14865,D21,918,1820.7
14866,D21,919,1835.2
14867,D21,920,1813.4
14868,D21,921,1796.8
14869,D21,922,1813.8
14870,D21,923,1809.6
14871,D21,924,1835.7
14872,D21,925,1843.7
14873,D21,926,1830.3
14874,D21,927,1827.1
14875,D21,928,1858.8
14876,D21,929,1850.9
14877,D21,930,1855.7
14878,D21,931,1847.9
14879,D21,932,1855.8
14880,D21,933,1850.3
14881,D21,934,1868.6
14882,D21,935,1864.1
14883,D21,936,1855.4
14884,D21,937,1881.9
14885,D21,938,1921.8
14886,D21,939,2016.9
14887,D21,940,2009.0
14888,D21,941,1992.3
14889,D21,942,1939.9
14890,D21,943,1877.6
14891,D21,944,1888.2
14892,D21,945,1917.2
14893,D21,946,1935.4
14894,D21,947,1980.8
14895,D21,948,1988.2
14896,D21,949,1992.2
14897,D21,950,1967.2
14898,D21,951,1997.0
14899,D21,952,2006.6
14900,D21,953,2019.1
14901,D21,954,2076.0
14902,D21,955,2081.4
14903,D21,956,2084.1
14904,D21,957,2083.6
14905,D21,958,2160.0
14906,D21,959,2143.8
14907,D21,960,2042.4
14908,D21,961,2044.0
14909,D21,962,2068.3
14910,D21,963,2083.2
14911,D21,964,2070.0
14912,D21,965,2049.1
14913,D21,966,2069.5
14914,D21,967,2084.8
14915,D21,968,2084.8
14916,D21,969,2158.8
14917,D21,970,2173.4
14918,D21,971,2178.3
14919,D21,972,2200.2
14920,D21,973,2281.5
14921,D21,974,2389.4
14922,D21,975,2455.2
14923,D21,976,2395.6
14924,D21,977,2352.3
14925,D21,978,2321.9
14926,D21,979,2362.6
14927,D21,980,2342.0
14928,D21,981,2329.8
14929,D21,982,2301.3
14930,D21,983,2338.3
14931,D21,984,2317.2
14932,D21,985,2480.5
14933,D21,986,2477.1
14934,D21,987,2461.5
14935,D21,988,2482.7
14936,D21,989,2464.0
14937,D21,990,2487.3
14938,D21,991,2466.6
14939,D21,992,2473.9
14940,D21,993,2516.5
14941,D21,994,2621.2
14942,D21,995,2707.6
14943,D21,996,2629.6
14944,D21,997,2645.2
14945,D21,998,2654.5
14946,D21,999,2658.6
14947,D21,1000,2601.7
14948,D21,1001,2587.2
14949,D21,1002,2592.3
14950,D21,1003,2591.0
14951,D21,1004,2733.0
14952,D21,1005,2703.4
14953,D21,1006,2671.8
14954,D21,1007,2676.1
14955,D21,1008,2659.0
14956,D21,1009,2631.4
14957,D21,1010,2618.8
14958,D21,1011,2598.6
14959,D21,1012,2589.4
14960,D21,1013,2597.2
14961,D21,1014,2601.9
14962,D21,1015,2602.7
14963,D21,1016,2619.7
14964,D21,1017,2634.0
14965,D21,1018,2655.3
14966,D21,1019,2656.0
14967,D21,1020,2673.1
14968,D22,1,1318.77
14969,D22,2,1307.45
14970,D22,3,1305.26
14971,D22,4,1314.36
14972,D22,5,1307.98
14973,D22,6,1308.78
14974,D22,7,1301.9
14975,D22,8,1301.48
14976,D22,9,1301.81
14977,D22,10,1300.33
14978,D22,11,1288.87
14979,D22,12,1293.71
14980,D22,13,1301.01
14981,D22,14,1301.52
14982,D22,15,1298.49
14983,D22,16,1294.61
14984,D22,17,1292.06
14985,D22,18,1313.2
14986,D22,19,1320.28
14987,D22,20,1313.96
14988,D22,21,1322.73
14989,D22,22,1322.2
14990,D22,23,1336.8
14991,D22,24,1356.66
14992,D22,25,1351.66
14993,D22,26,1348.14
14994,D22,27,1346.2
14995,D22,28,1333.54
14996,D22,29,1335.21
14997,D22,30,1344.4
14998,D22,31,1333.03
14999,D22,32,1341.81
15000,D22,33,1339.3
15001,D22,34,1315.13
15002,D22,35,1315.79
15003,D22,36,1326.97
15004,D22,37,1334.75
15005,D22,38,1334.28
15006,D22,39,1331.05
15007,D22,40,1329.81
15008,D22,41,1325.19
15009,D22,42,1331.4
15010,D22,43,1351.37
15011,D22,44,1364.64
15012,D22,45,1356.08
15013,D22,46,1346.63
15014,D22,47,1352.15
15015,D22,48,1350.75
15016,D22,49,1358.99
15017,D22,50,1352.03
15018,D22,51,1343.75
15019,D22,52,1338.5
15020,D22,53,1342.2
15021,D22,54,1337.08
15022,D22,55,1330.81
15023,D22,56,1334.79
15024,D22,57,1335.83
15025,D22,58,1336.7
15026,D22,59,1342.16
15027,D22,60,1364.01
15028,D22,61,1357.86
15029,D22,62,1361.29
15030,D22,63,1358.91
15031,D22,64,1355.13
15032,D22,65,1359.18
15033,D22,66,1361.44
15034,D22,67,1362.19
15035,D22,68,1370.68
15036,D22,69,1381.73
15037,D22,70,1383.71
15038,D22,71,1378.44
15039,D22,72,1377.82
15040,D22,73,1368.98
15041,D22,74,1367.79
15042,D22,75,1361.35
15043,D22,76,1347.93
15044,D22,77,1330.96
15045,D22,78,1343.58
15046,D22,79,1343.38
15047,D22,80,1355.19
15048,D22,81,1364.38
15049,D22,82,1426.09
15050,D22,83,1420.79
15051,D22,84,1426.54
15052,D22,85,1399.73
15053,D22,86,1401.43
15054,D22,87,1408.11
15055,D22,88,1395.15
15056,D22,89,1395.27
15057,D22,90,1409.38
15058,D22,91,1414.45
15059,D22,92,1402.83
15060,D22,93,1409.68
15061,D22,94,1409.46
15062,D22,95,1397.64
15063,D22,96,1393.04
15064,D22,97,1399.6
15065,D22,98,1404.19
15066,D22,99,1425.91
15067,D22,100,1441.23
15068,D22,101,1449.57
15069,D22,102,1446.46
15070,D22,103,1448.88
15071,D22,104,1444.82
15072,D22,105,1454.55
15073,D22,106,1464.5
15074,D22,107,1470.54
15075,D22,108,1484.94
15076,D22,109,1489.01
15077,D22,110,1501.62
15078,D22,111,1513.99
15079,D22,112,1540.34
15080,D22,113,1536.12
15081,D22,114,1537.49
15082,D22,115,1541.81
15083,D22,116,1578.34
15084,D22,117,1572.52
15085,D22,118,1563.36
15086,D22,119,1560.45
15087,D22,120,1534.86
15088,D22,121,1508.62
15089,D22,122,1501.01
15090,D22,123,1518.27
15091,D22,124,1519.02
15092,D22,125,1524.53
15093,D22,126,1521.1
15094,D22,127,1531.41
15095,D22,128,1555.3
15096,D22,129,1596.69
15097,D22,130,1587.52
15098,D22,131,1591.0
15099,D22,132,1607.08
15100,D22,133,1599.51
15101,D22,134,1594.33
15102,D22,135,1618.87
15103,D22,136,1622.52
15104,D22,137,1628.15
15105,D22,138,1625.42
15106,D22,139,1608.77
15107,D22,140,1621.91
15108,D22,141,1610.1
15109,D22,142,1627.64
15110,D22,143,1647.13
15111,D22,144,1648.73
15112,D22,145,1645.97
15113,D22,146,1650.22
15114,D22,147,1654.46
15115,D22,148,1651.06
15116,D22,149,1658.58
15117,D22,150,1667.42
15118,D22,151,1661.41
15119,D22,152,1678.82
15120,D22,153,1646.16
15121,D22,154,1653.97
15122,D22,155,1648.13
15123,D22,156,1660.65
15124,D22,157,1650.37
15125,D22,158,1651.22
15126,D22,159,1648.91
15127,D22,160,1650.84
15128,D22,161,1647.43
15129,D22,162,1663.46
15130,D22,163,1650.43
15131,D22,164,1646.64
15132,D22,165,1642.86
15133,D22,166,1638.12
15134,D22,167,1659.39
15135,D22,168,1662.95
15136,D22,169,1661.56
15137,D22,170,1673.85
15138,D22,171,1705.94
15139,D22,172,1705.39
15140,D22,173,1700.38
15141,D22,174,1699.34
15142,D22,175,1696.07
15143,D22,176,1706.49
15144,D22,177,1719.45
15145,D22,178,1719.08
15146,D22,179,1709.74
15147,D22,180,1710.1
15148,D22,181,1703.3
15149,D22,182,1699.53
15150,D22,183,1692.17
15151,D22,184,1692.56
15152,D22,185,1695.37
15153,D22,186,1677.04
15154,D22,187,1672.16
15155,D22,188,1685.16
15156,D22,189,1685.08
15157,D22,190,1689.36
15158,D22,191,1687.68
15159,D22,192,1683.66
15160,D22,193,1696.09
15161,D22,194,1710.24
15162,D22,195,1711.5
15163,D22,196,1717.62
15164,D22,197,1712.62
15165,D22,198,1725.64
15166,D22,199,1724.52
15167,D22,200,1711.6
15168,D22,201,1742.57
15169,D22,202,1733.38
15170,D22,203,1736.46
15171,D22,204,1744.46
15172,D22,205,1736.68
15173,D22,206,1735.32
15174,D22,207,1738.19
15175,D22,208,1750.53
15176,D22,209,1754.56
15177,D22,210,1753.87
15178,D22,211,1745.49
15179,D22,212,1736.34
15180,D22,213,1739.8
15181,D22,214,1761.65
15182,D22,215,1783.91
15183,D22,216,1777.99
15184,D22,217,1778.64
15185,D22,218,1770.25
15186,D22,219,1791.45
15187,D22,220,1784.59
15188,D22,221,1779.32
15189,D22,222,1761.33
15190,D22,223,1785.83
15191,D22,224,1817.52
15192,D22,225,1834.29
15193,D22,226,1825.8
15194,D22,227,1827.77
15195,D22,228,1829.95
15196,D22,229,1824.3
15197,D22,230,1799.06
15198,D22,231,1802.04
15199,D22,232,1825.56
15200,D22,233,1842.26
15201,D22,234,1815.28
15202,D22,235,1817.22
15203,D22,236,1828.3
15204,D22,237,1828.88
15205,D22,238,1820.99
15206,D22,239,1821.05
15207,D22,240,1826.92
15208,D22,241,1831.07
15209,D22,242,1839.0
15210,D22,243,1845.59
15211,D22,244,1851.92
15212,D22,245,1859.68
15213,D22,246,1865.64
15214,D22,247,1879.59
15215,D22,248,1884.25
15216,D22,249,1888.59
15217,D22,250,1891.76
15218,D22,251,1897.68
15219,D22,252,1901.44
15220,D22,253,1892.4
15221,D22,254,1904.73
15222,D22,255,1903.05
15223,D22,256,1908.73
15224,D22,257,1907.12
15225,D22,258,1905.58
15226,D22,259,1900.4
15227,D22,260,1900.55
15228,D22,261,1902.72
15229,D22,262,1913.79
15230,D22,263,1917.8
15231,D22,264,1905.92
15232,D22,265,1916.17
15233,D22,266,1917.33
15234,D22,267,1932.07
15235,D22,268,1952.06
15236,D22,269,1968.28
15237,D22,270,1958.89
15238,D22,271,1951.21
15239,D22,272,1964.21
15240,D22,273,1952.35
15241,D22,274,1951.05
15242,D22,275,1953.81
15243,D22,276,1956.02
15244,D22,277,1965.55
15245,D22,278,1975.78
15246,D22,279,1994.11
15247,D22,280,1993.94
15248,D22,281,1992.71
15249,D22,282,2009.09
15250,D22,283,2044.83
15251,D22,284,2037.4
15252,D22,285,1977.83
15253,D22,286,1997.97
15254,D22,287,1997.4
15255,D22,288,2031.46
15256,D22,289,2042.07
15257,D22,290,2047.58
15258,D22,291,2040.34
15259,D22,292,2042.98
15260,D22,293,2057.05
15261,D22,294,2074.66
15262,D22,295,2086.6
15263,D22,296,2126.65
15264,D22,297,2148.1
15265,D22,298,2160.94
15266,D22,299,2151.36
15267,D22,300,2143.62
15268,D22,301,2142.17
15269,D22,302,2155.32
15270,D22,303,2154.42
15271,D22,304,2146.09
15272,D22,305,2150.4
15273,D22,306,2151.63
15274,D22,307,2161.38
15275,D22,308,2168.4
15276,D22,309,2188.91
15277,D22,310,2204.35
15278,D22,311,2200.2
15279,D22,312,2206.45
15280,D22,313,2227.6
15281,D22,314,2247.49
15282,D22,315,2266.28
15283,D22,316,2256.64
15284,D22,317,2272.48
15285,D22,318,2273.98
15286,D22,319,2277.09
15287,D22,320,2281.28
15288,D22,321,2307.52
15289,D22,322,2309.85
15290,D22,323,2323.26
15291,D22,324,2326.02
15292,D22,325,2331.53
15293,D22,326,2325.38
15294,D22,327,2314.0
15295,D22,328,2328.38
15296,D22,329,2347.39
15297,D22,330,2399.14
15298,D22,331,2408.73
15299,D22,332,2407.38
15300,D22,333,2449.14
15301,D22,334,2444.67
15302,D22,335,2436.27
15303,D22,336,2439.26
15304,D22,337,2437.42
15305,D22,338,2441.79
15306,D22,339,2435.97
15307,D22,340,2429.99
15308,D22,341,2432.93
15309,D22,342,2397.95
15310,D22,343,2393.96
15311,D22,344,2426.8
15312,D22,345,2414.6
15313,D22,346,2388.89
15314,D22,347,2371.61
15315,D22,348,2371.98
15316,D22,349,2379.71
15317,D22,350,2451.73
15318,D22,351,2435.6
15319,D22,352,2420.4
15320,D22,353,2415.23
15321,D22,354,2416.77
15322,D22,355,2421.56
15323,D22,356,2413.47
15324,D22,357,2430.95
15325,D22,358,2424.49
15326,D22,359,2431.49
15327,D22,360,2434.49
15328,D22,361,2454.32
15329,D22,362,2445.0
15330,D22,363,2440.61
15331,D22,364,2451.06
15332,D22,365,2464.08
15333,D22,366,2448.48
15334,D22,367,2450.9
15335,D22,368,2466.24
15336,D22,369,2461.19
15337,D22,370,2470.06
15338,D22,371,2468.0
15339,D22,372,2479.57
15340,D22,373,2461.36
15341,D22,374,2461.04
15342,D22,375,2491.07
15343,D22,376,2512.85
15344,D22,377,2528.39
15345,D22,378,2542.42
15346,D22,379,2508.81
15347,D22,380,2509.68
15348,D22,381,2459.07
15349,D22,382,2460.78
15350,D22,383,2437.18
15351,D22,384,2353.71
15352,D22,385,2288.87
15353,D22,386,2293.98
15354,D22,387,2369.47
15355,D22,388,2315.32
15356,D22,389,2353.49
15357,D22,390,2401.06
15358,D22,391,2384.06
15359,D22,392,2395.42
15360,D22,393,2378.33
15361,D22,394,2362.09
15362,D22,395,2383.04
15363,D22,396,2389.95
15364,D22,397,2391.32
15365,D22,398,2383.25
15366,D22,399,2364.04
15367,D22,400,2360.08
15368,D22,401,2311.33
15369,D22,402,2356.22
15370,D22,403,2378.65
15371,D22,404,2344.82
15372,D22,405,2353.49
15373,D22,406,2350.88
15374,D22,407,2347.93
15375,D22,408,2373.64
15376,D22,409,2359.09
15377,D22,410,2364.11
15378,D22,411,2386.87
15379,D22,412,2419.19
15380,D22,413,2405.08
15381,D22,414,2453.15
15382,D22,415,2490.17
15383,D22,416,2497.48
15384,D22,417,2511.38
15385,D22,418,2507.31
15386,D22,419,2498.71
15387,D22,420,2502.97
15388,D22,421,2507.63
15389,D22,422,2488.46
15390,D22,423,2507.93
15391,D22,424,2531.73
15392,D22,425,2538.33
15393,D22,426,2559.94
15394,D22,427,2573.17
15395,D22,428,2555.22
15396,D22,429,2551.71
15397,D22,430,2555.49
15398,D22,431,2550.19
15399,D22,432,2539.99
15400,D22,433,2539.34
15401,D22,434,2531.5
15402,D22,435,2556.19
15403,D22,436,2564.01
15404,D22,437,2576.11
15405,D22,438,2576.61
15406,D22,439,2544.83
15407,D22,440,2530.09
15408,D22,441,2549.08
15409,D22,442,2567.99
15410,D22,443,2561.15
15411,D22,444,2568.1
15412,D22,445,2594.46
15413,D22,446,2605.5
15414,D22,447,2610.78
15415,D22,448,2611.44
15416,D22,449,2602.09
15417,D22,450,2596.39
15418,D22,451,2598.13
15419,D22,452,2596.45
15420,D22,453,2624.08
15421,D22,454,2658.89
15422,D22,455,2668.77
15423,D22,456,2562.08
15424,D22,457,2495.09
15425,D22,458,2537.83
15426,D22,459,2542.43
15427,D22,460,2584.92
15428,D22,461,2585.81
15429,D22,462,2585.38
15430,D22,463,2556.62
15431,D22,464,2561.47
15432,D22,465,2555.99
15433,D22,466,2515.96
15434,D22,467,2496.89
15435,D22,468,2470.41
15436,D22,469,2449.78
15437,D22,470,2462.15
15438,D22,471,2483.36
15439,D22,472,2475.68
15440,D22,473,2469.27
15441,D22,474,2488.27
15442,D22,475,2512.52
15443,D22,476,2520.22
15444,D22,477,2507.94
15445,D22,478,2499.96
15446,D22,479,2468.06
15447,D22,480,2428.79
15448,D22,481,2459.39
15449,D22,482,2432.75
15450,D22,483,2447.08
15451,D22,484,2461.6
15452,D22,485,2448.26
15453,D22,486,2455.09
15454,D22,487,2484.4
15455,D22,488,2492.23
15456,D22,489,2517.49
15457,D22,490,2549.69
15458,D22,491,2531.35
15459,D22,492,2553.97
15460,D22,493,2447.79
15461,D22,494,2380.17
15462,D22,495,2445.8
15463,D22,496,2459.46
15464,D22,497,2488.55
15465,D22,498,2503.3
15466,D22,499,2476.6
15467,D22,500,2482.47
15468,D22,501,2461.35
15469,D22,502,2467.19
15470,D22,503,2476.5
15471,D22,504,2516.87
15472,D22,505,2544.99
15473,D22,506,2585.06
15474,D22,507,2602.9
15475,D22,508,2607.07
15476,D22,509,2605.08
15477,D22,510,2585.02
15478,D22,511,2588.06
15479,D22,512,2573.1
15480,D22,513,2574.92
15481,D22,514,2578.86
15482,D22,515,2558.0
15483,D22,516,2557.26
15484,D22,517,2474.34
15485,D22,518,2448.91
15486,D22,519,2485.92
15487,D22,520,2480.15
15488,D22,521,2490.55
15489,D22,522,2470.23
15490,D22,523,2433.04
15491,D22,524,2442.18
15492,D22,525,2440.66
15493,D22,526,2439.44
15494,D22,527,2457.25
15495,D22,528,2494.55
15496,D22,529,2505.73
15497,D22,530,2485.06
15498,D22,531,2486.22
15499,D22,532,2472.48
15500,D22,533,2480.72
15501,D22,534,2477.68
15502,D22,535,2556.15
15503,D22,536,2510.14
15504,D22,537,2505.76
15505,D22,538,2465.88
15506,D22,539,2509.85
15507,D22,540,2546.96
15508,D22,541,2586.67
15509,D22,542,2613.52
15510,D22,543,2584.84
15511,D22,544,2568.22
15512,D22,545,2583.89
15513,D22,546,2585.44
15514,D22,547,2619.75
15515,D22,548,2636.09
15516,D22,549,2615.86
15517,D22,550,2593.83
15518,D22,551,2607.16
15519,D22,552,2612.02
15520,D22,553,2605.43
15521,D22,554,2596.01
15522,D22,555,2586.6
15523,D22,556,2595.21
15524,D22,557,2611.79
15525,D22,558,2583.54
15526,D22,559,2553.01
15527,D22,560,2571.22
15528,D22,561,2541.75
15529,D22,562,2464.28
15530,D22,563,2534.0
15531,D22,564,2610.13
15532,D22,565,2644.8
15533,D22,566,2653.59
15534,D22,567,2657.77
15535,D22,568,2680.36
15536,D22,569,2682.95
15537,D22,570,2669.24
15538,D22,571,2643.84
15539,D22,572,2655.74
15540,D22,573,2637.16
15541,D22,574,2606.54
15542,D22,575,2632.55
15543,D22,576,2648.29
15544,D22,577,2615.24
15545,D22,578,2609.93
15546,D22,579,2618.86
15547,D22,580,2661.23
15548,D22,581,2630.94
15549,D22,582,2614.71
15550,D22,583,2660.28
15551,D22,584,2651.45
15552,D22,585,2644.1
15553,D22,586,2657.19
15554,D22,587,2656.03
15555,D22,588,2657.55
15556,D22,589,2638.52
15557,D22,590,2624.24
15558,D22,591,2654.82
15559,D22,592,2700.65
15560,D22,593,2703.8
15561,D22,594,2678.19
15562,D22,595,2688.89
15563,D22,596,2696.39
15564,D22,597,2725.26
15565,D22,598,2718.33
15566,D22,599,2708.03
15567,D22,600,2727.52
15568,D22,601,2773.91
15569,D22,602,2764.77
15570,D22,603,2773.89
15571,D22,604,2782.28
15572,D22,605,2753.25
15573,D22,606,2769.76
15574,D22,607,2737.92
15575,D22,608,2738.66
15576,D22,609,2758.65
15577,D22,610,2761.48
15578,D22,611,2783.61
15579,D22,612,2779.03
15580,D22,613,2767.89
15581,D22,614,2744.8
15582,D22,615,2741.87
15583,D22,616,2730.96
15584,D22,617,2754.6
15585,D22,618,2756.48
15586,D22,619,2768.76
15587,D22,620,2793.86
15588,D22,621,2800.92
15589,D22,622,2803.06
15590,D22,623,2791.69
15591,D22,624,2752.64
15592,D22,625,2751.18
15593,D22,626,2750.59
15594,D22,627,2800.31
15595,D22,628,2803.61
15596,D22,629,2804.95
15597,D22,630,2776.45
15598,D22,631,2731.61
15599,D22,632,2701.2
15600,D22,633,2666.71
15601,D22,634,2668.26
15602,D22,635,2655.64
15603,D22,636,2682.83
15604,D22,637,2698.63
15605,D22,638,2678.1
15606,D22,639,2640.49
15607,D22,640,2684.54
15608,D22,641,2716.38
15609,D22,642,2685.18
15610,D22,643,2682.38
15611,D22,644,2686.33
15612,D22,645,2677.14
15613,D22,646,2682.91
15614,D22,647,2649.94
15615,D22,648,2649.68
15616,D22,649,2516.78
15617,D22,650,2563.44
15618,D22,651,2575.45
15619,D22,652,2578.84
15620,D22,653,2580.5
15621,D22,654,2584.15
15622,D22,655,2682.85
15623,D22,656,2754.15
15624,D22,657,2796.34
15625,D22,658,2810.22
15626,D22,659,2827.81
15627,D22,660,2843.0
15628,D22,661,2839.95
15629,D22,662,2918.78
15630,D22,663,2913.14
15631,D22,664,2926.59
15632,D22,665,2907.52
15633,D22,666,2893.13
15634,D22,667,2872.2
15635,D22,668,2914.03
15636,D22,669,2929.38
15637,D22,670,2925.87
15638,D22,671,2940.99
15639,D22,672,2903.66
15640,D22,673,2857.84
15641,D22,674,2844.96
15642,D22,675,2847.65
15643,D22,676,2818.49
15644,D22,677,2763.87
15645,D22,678,2817.68
15646,D22,679,2865.71
15647,D22,680,2847.46
15648,D22,681,2911.5
15649,D22,682,2886.79
15650,D22,683,2859.11
15651,D22,684,2816.4
15652,D22,685,2826.73
15653,D22,686,2830.27
15654,D22,687,2839.31
15655,D23,1,1185.65
15656,D23,2,1175.3
15657,D23,3,1172.97
15658,D23,4,1180.17
15659,D23,5,1178.82
15660,D23,6,1183.18
15661,D23,7,1178.48
15662,D23,8,1177.68
15663,D23,9,1175.64
15664,D23,10,1179.3
15665,D23,11,1165.5
15666,D23,12,1168.74
15667,D23,13,1174.43
15668,D23,14,1175.74
15669,D23,15,1172.88
15670,D23,16,1169.92
15671,D23,17,1168.6
15672,D23,18,1186.3
15673,D23,19,1191.47
15674,D23,20,1183.14
15675,D23,21,1190.74
15676,D23,22,1189.23
15677,D23,23,1201.35
15678,D23,24,1219.05
15679,D23,25,1214.02
15680,D23,26,1210.84
15681,D23,27,1211.68
15682,D23,28,1203.13
15683,D23,29,1208.1
15684,D23,30,1214.21
15685,D23,31,1205.4
15686,D23,32,1211.29
15687,D23,33,1208.05
15688,D23,34,1187.18
15689,D23,35,1187.15
15690,D23,36,1195.69
15691,D23,37,1200.71
15692,D23,38,1197.21
15693,D23,39,1194.66
15694,D23,40,1192.77
15695,D23,41,1189.4
15696,D23,42,1194.32
15697,D23,43,1213.16
15698,D23,44,1223.39
15699,D23,45,1217.12
15700,D23,46,1208.73
15701,D23,47,1211.63
15702,D23,48,1209.07
15703,D23,49,1215.77
15704,D23,50,1208.75
15705,D23,51,1202.1
15706,D23,52,1202.55
15707,D23,53,1201.95
15708,D23,54,1198.47
15709,D23,55,1192.32
15710,D23,56,1195.79
15711,D23,57,1197.58
15712,D23,58,1198.61
15713,D23,59,1205.08
15714,D23,60,1222.32
15715,D23,61,1214.15
15716,D23,62,1215.91
15717,D23,63,1211.29
15718,D23,64,1207.67
15719,D23,65,1210.13
15720,D23,66,1212.05
15721,D23,67,1213.02
15722,D23,68,1217.88
15723,D23,69,1226.05
15724,D23,70,1228.68
15725,D23,71,1224.88
15726,D23,72,1228.22
15727,D23,73,1221.66
15728,D23,74,1222.17
15729,D23,75,1214.67
15730,D23,76,1201.86
15731,D23,77,1190.66
15732,D23,78,1200.83
15733,D23,79,1201.82
15734,D23,80,1210.87
15735,D23,81,1217.88
15736,D23,82,1272.63
15737,D23,83,1268.38
15738,D23,84,1277.85
15739,D23,85,1256.85
15740,D23,86,1259.93
15741,D23,87,1259.33
15742,D23,88,1246.05
15743,D23,89,1244.92
15744,D23,90,1260.39
15745,D23,91,1272.59
15746,D23,92,1259.47
15747,D23,93,1265.22
15748,D23,94,1266.95
15749,D23,95,1258.06
15750,D23,96,1254.17
15751,D23,97,1263.16
15752,D23,98,1268.83
15753,D23,99,1283.7
15754,D23,100,1298.75
15755,D23,101,1304.9
15756,D23,102,1301.18
15757,D23,103,1297.78
15758,D23,104,1298.91
15759,D23,105,1309.06
15760,D23,106,1315.04
15761,D23,107,1321.24
15762,D23,108,1332.8
15763,D23,109,1335.53
15764,D23,110,1346.92
15765,D23,111,1354.96
15766,D23,112,1380.59
15767,D23,113,1375.03
15768,D23,114,1376.07
15769,D23,115,1381.02
15770,D23,116,1414.25
15771,D23,117,1410.12
15772,D23,118,1401.93
15773,D23,119,1400.49
15774,D23,120,1384.87
15775,D23,121,1366.34
15776,D23,122,1356.77
15777,D23,123,1372.33
15778,D23,124,1371.84
15779,D23,125,1375.45
15780,D23,126,1370.87
15781,D23,127,1377.32
15782,D23,128,1398.72
15783,D23,129,1433.95
15784,D23,130,1427.87
15785,D23,131,1429.66
15786,D23,132,1441.61
15787,D23,133,1433.85
15788,D23,134,1430.74
15789,D23,135,1451.66
15790,D23,136,1454.28
15791,D23,137,1452.77
15792,D23,138,1447.08
15793,D23,139,1434.71
15794,D23,140,1444.18
15795,D23,141,1436.59
15796,D23,142,1446.53
15797,D23,143,1454.54
15798,D23,144,1454.86
15799,D23,145,1452.96
15800,D23,146,1453.8
15801,D23,147,1455.83
15802,D23,148,1451.31
15803,D23,149,1457.2
15804,D23,150,1463.73
15805,D23,151,1456.89
15806,D23,152,1470.03
15807,D23,153,1437.11
15808,D23,154,1445.52
15809,D23,155,1439.06
15810,D23,156,1447.93
15811,D23,157,1442.43
15812,D23,158,1442.92
15813,D23,159,1442.41
15814,D23,160,1444.28
15815,D23,161,1439.78
15816,D23,162,1454.35
15817,D23,163,1442.9
15818,D23,164,1438.3
15819,D23,165,1435.18
15820,D23,166,1431.19
15821,D23,167,1444.9
15822,D23,168,1446.59
15823,D23,169,1446.96
15824,D23,170,1457.54
15825,D23,171,1483.17
15826,D23,172,1481.59
15827,D23,173,1473.73
15828,D23,174,1473.32
15829,D23,175,1466.36
15830,D23,176,1468.97
15831,D23,177,1477.68
15832,D23,178,1476.4
15833,D23,179,1466.48
15834,D23,180,1468.59
15835,D23,181,1466.86
15836,D23,182,1464.96
15837,D23,183,1467.46
15838,D23,184,1465.2
15839,D23,185,1465.98
15840,D23,186,1450.1
15841,D23,187,1445.95
15842,D23,188,1452.24
15843,D23,189,1452.51
15844,D23,190,1451.35
15845,D23,191,1448.89
15846,D23,192,1448.87
15847,D23,193,1458.19
15848,D23,194,1468.41
15849,D23,195,1463.47
15850,D23,196,1465.01
15851,D23,197,1458.92
15852,D23,198,1466.48
15853,D23,199,1467.53
